# Is used to indicate the line is a comment. 
# Fields that are required to add an item are indicated by an asterisk *.
# Additional fields required in order to put the item into the'Installed' state are indicated by a double asterisk **.
# The item's name must be unique within its Location.
# Values provided for make and model must match an entry from the dcTrack Make and Model lists.
# Values provided for location and cabinet must be an existing dcTrack Location and Cabinet.
# Depth Postion can be any unoccupied position on Front or Back auxilliary rails as viewed from cabinet rear.
# Cabinet Side can be any unoccupied position on Left or Right auxilliary rails as viewed from cabinet rear.
# U Position can be any unoccupied position on the designated rails that can accommodate the RU size of the item from this point and above.
# IP Address Port Name is used to assign the IP Address to  a specific item data port.  If omitted the IP Address will be assigned to the item's first data port.
# PX Username and PX Password are only used with Raritan Rack PDUs.
# SNMP Write Community String can be replaced by the appropriate set of SNMPv3 related columns if required.
# Status can be set to Planned (by default if blank or omitted) Installed or Storage.
# Operation *, Object *, Make*,Model*,Serial Number,Asset Tag,eAsset Tag,Name*,New Name,Alias,Type,Function,Contact,Contact Team,Customer,Status,Planned Decomm. Date,Planning Date,Location*,New Location,Location Reference,Cabinet**,U Position,Rails Used**,Orientation**,Project Number,PO Number,Purchase Price,Purchase Date,Installation Date,SLA Profile,Contract Number,Contract Amount,Contract Start Date,Contract End Date,Notes,Custom Field Request Note,Custom Field Room Sensor,IP Address,IP Address Port Name,Proxy Index,SNMP3 Enabled,SNMP3 User Name,SNMP3 Authorization Level,SNMP3 Authorization Protocol,SNMP3 Authorization PassKey,SNMP3 Privacy Protocol,SNMP3 Privacy PassKey,SNMP Write Community String,PX User Name,PX Password,Group,No. in Group,is Archived
EDIT,RACK PDU-RACKABLE,"1F Temp Humidity Sensor","1F Temp Humidity Sensor","","","","TS-27","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B30","Above","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","","10.212.12.21","Eth01","127","false","","","","","","","power1Qread","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K2","18i7900048","","","3B31B1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B31","39","Back","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-27","10.218.76.146","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K2","18i7900079","","","3B31B2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B31","38","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-27","10.218.76.146","Eth01","3","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K1","18I7900035","","","3B31R1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B31","42","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-27","10.218.76.146","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K1","18I7900013","","","3B31R2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B31","41","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-27","10.218.76.146","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Emerson","uf-lts16-1p ATS","2.10E+19","MS010642","","MS010642","","","","","","","","Planned","","","WATCTR > FLOOR 1 > IMC3","","","3B38","20","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-29","10.218.76.205","eth1","","false","","","","","","","private","","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Emerson","uf-lts16-1p ATS","21023521902168720065","","","UF-LTS16-1P ATS 3B38 U25","","","","","","","","Planned","","","WATCTR > FLOOR 1 > IMC3","","","3B38","25","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Emerson","uf-lts16-1p ATS","2102352190216872005F","MS010644","","MS010644","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B39","20","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-29","10.218.76.206","eth1","","false","","","","","","","private","","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","MPX3-129R","18J6C00003","","","3B40B3","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B40","34","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-29","10.218.76.151","Eth01","5","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","MPX3-129R","18J6C00004","","","3B40B4","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B40","35","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-29","10.218.76.151","Eth01","7","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","MPX3-129R","18J6C00012","","","3B40R3","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B40","37","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-29","10.218.76.151","Eth01","","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","MPX3-129R","18J6C00011","","","3B40R4","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B40","38","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-29","10.218.76.151","Eth01","8","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Emerson","uf-lts16-1p ATS","21023521902168720067","MS010658","","MS010658","","","","","","","","Planned","","","WATCTR > FLOOR 1 > IMC3","","","3B41","20","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-29","","","","","","","","","","","","","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"1F Temp Humidity Sensor","1F Temp Humidity Sensor","","","","TS-13","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B42","Above","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","","10.212.12.21","Eth01","113","false","","","","","","","power1Qread","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Emerson","uf-lts16-1p ATS","21023521902168720032","MS010688","","MS010688","","","","","","","","Planned","","","WATCTR > FLOOR 1 > IMC3","","","3B45","20","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-20","","","","","","","","","","","","","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"1F Temp Humidity Sensor","1F Temp Humidity Sensor","","","","TS-20","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B47","Above","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","","10.212.12.21","Eth01","120","false","","","","","","","power1Qread","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"1F Temp Humidity Sensor","1F Temp Humidity Sensor","","","","TS-21","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B53","Above","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","","10.212.12.21","Eth01","121","false","","","","","","","power1Qread","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K2","18I6C00023","","","3B55B1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B55","37","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.166","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","MPX3-129R","18I6C00003","","","3B55B2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B55","36","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.166","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1206R-K1","18I6C00063","","","3B55R1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B55","40","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.166","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1206R-K1","18I6C00081","","","3B55R2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B55","39","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.166","Eth01","3","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1206R-K2","18I6C00011","","","3B56B1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B56","37","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.167","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1206R-K2","18I6C00026","","","3B56B2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B56","36","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.167","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1206R-K1","18I6C00075","","","3B56R1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B56","40","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.167","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1206R-K2","18I6C00077","","","3B56R2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B56","39","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.167","Eth01","3","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K2","18I6C00025","","","3B57B1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B57","37","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.168","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1206R-K2","18I6C00009","","","3B57B2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B57","36","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.168","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K1","18I6C00058","","","3B57R1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B57","40","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.168","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K1","18I6C00057","","","3B57R2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B57","39","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.168","Eth01","3","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K2","18I6C00021","","","3B58B1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B58","37","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.169","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K2","18I6C00022","","","3B58B2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B58","36","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.169","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K1","18I6C00078","","","3B58R1","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B58","40","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.169","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Raritan","PX3-1292R-K1","18I6C00084","","","3B58R2","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B58","39","Back","Item Rear Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-16","10.218.76.169","Eth01","3","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"1F Temp Humidity Sensor","1F Temp Humidity Sensor","","","","TS-16","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B59","Above","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","","10.212.12.21","Eth01","116","false","","","","","","","power1Qread","admin","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Emerson","uf-lts16-1p ATS","2102352190216872004D","MS010646","","MS010646","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B68","20","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-17","10.218.76.207","eth1","","false","","","","","","","private","","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"Emerson","uf-lts16-1p ATS","21023521902168D10090","MS010648","","MS010648","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B69","20","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","TS-17","10.218.76.208","eth1","","false","","","","","","","private","","","","0","FALSE"
EDIT,RACK PDU-RACKABLE,"1F Temp Humidity Sensor","1F Temp Humidity Sensor","","","","TS-18","","","","","","","","Installed","","","WATCTR > FLOOR 1 > IMC3","","","3B69","Above","Both","Item Front Faces Cabinet Front","","","0.0","","","","","0.0","","","","","","10.212.12.21","Eth01","118","false","","","","","","","power1Qread","admin","","","0","FALSE"
# Is used to indicate the line is a comment. 
# Fields that are required to add an item are indicated by an asterisk *.
# Additional fields required in order to put the item into the'Installed' state are indicated by a double asterisk **.
# The item's name must be unique within its Location.
# Values provided for make and model must match an entry from the dcTrack Make and Model lists.
# Values provided for location and cabinet must be an existing dcTrack Location and Cabinet.
# Depth Postion can be any unoccupied position on Front or Back auxilliary rails as viewed from cabinet rear.
# Cabinet Side can be any unoccupied position on Left or Right auxilliary rails as viewed from cabinet rear.
# U Position can be any unoccupied position on the designated rails that can accommodate the RU size of the item from this point and above.
# IP Address Port Name is used to assign the IP Address to  a specific item data port.  If omitted the IP Address will be assigned to the item's first data port.
# PX Username and PX Password are only used with Raritan Rack PDUs.
# SNMP Write Community String can be replaced by the appropriate set of SNMPv3 related columns if required.
# Status can be set to Planned (by default if blank or omitted) Installed or Storage.
# Operation *, Object *, Make*,Model*,Serial Number,Asset Tag,eAsset Tag,Name*,New Name,Alias,Type,Function,Contact,Contact Team,Customer,Status,Planned Decomm. Date,Planning Date,Location*,New Location,Location Reference,Cabinet**,U Position,Depth Position**,Cabinet Side**,Project Number,PO Number,Purchase Price,Purchase Date,Installation Date,SLA Profile,Contract Number,Contract Amount,Contract Start Date,Contract End Date,Notes,Custom Field Request Note,Custom Field Room Sensor,IP Address,IP Address Port Name,Proxy Index,SNMP3 Enabled,SNMP3 User Name,SNMP3 Authorization Level,SNMP3 Authorization Protocol,SNMP3 Authorization PassKey,SNMP3 Privacy Protocol,SNMP3 Privacy PassKey,SNMP Write Community String,PX User Name,PX Password,Group,No. in Group,is Archived
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600411","","","4S01B1","","DB-LG4-BN4-11L2","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4S01","1","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.5","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600144","","","4S01R1","","DB-LG4-BN4-12L2","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4S01","1","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.5","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600522","","","4S02B1","","DB-LG4-BN4-9L3","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4S02","1","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.6","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600260","","","4S02R1","","DB-LG4-BN4-10L3","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4S02","1","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.6","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600559","","","4S03B1","","DB-LG4-BN4-11L1","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4S03","1","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.7","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600269","","","4S03R1","","DB-LG4-BN4-12L1","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4S03","1","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.7","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600296","","","4S04B1","","DB-LG4-BN4-10L2","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4S04","1","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.8","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600239","","","4S04R1","","DB-LG4-BN4-9L2","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4S04","1","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.8","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600446","","","4W01B1","","DB-LG4-BU2A-1L1","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4W01","1","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.4","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600222","","","4W01R1","","DB-LG4-AU2A-1L1","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","","4W01","1","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.215.4.4","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","","","","DCIM_TEST_OBJECT-VERTICAL_PDU_R01","","","","","","","","Planned","","","CAVCTR > FLOOR LG4 > STG ROOM","","This item does not exist, which is created for DCIM testing purpose.

Note: This PDU is created by adding a new item; verified power ports are auto-created by the system.","DCIM_TEST_OBJECT-RACK01","3","Back","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600398","","","4A01B1","","PDU-B7-8L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A01","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.51","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600052","","","4A01R1","","PDU-A7-8L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A01","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.51","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600562","","","4A02B1","","PDU-B7-9L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A02","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.52","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600069","","","4A02R1","","PDU-A7-9L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A02","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.52","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600333","","","4A03B1","","PDU-B7-9L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A03","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.53","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600030","","","4A03R1","","PDU-A7-9L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A03","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.53","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600349","","","4A04B1","","PDU-B7-9L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A04","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.54","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600024","","","4A04R1","","PDU-A7-9L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A04","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.54","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600368","","","4A05B1","","PDU-B7-10L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A05","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.55","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600184","","","4A05R1","","PDU-A7-10L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A05","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.55","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600287","","","4A06B1","","PDU-B7-10L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A06","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.56","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600013","","","4A06R1","","PDU-A7-10L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A06","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.56","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600513","","","4A07B1","","PDU-B7-10L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A07","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.57","Eth01","3","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600387","","","4A07B2","","PDU-B7-1L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A07","3","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.57","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600121","","","4A07R1","","PDU-A7-10L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A07","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.57","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600066","","","4A07R2","","PDU-A7-1L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A07","3","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.57","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600458","","","4A08B1","","","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A08","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.58","Eth01","3","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600284","","","4A08B2","","PDU-B7-1L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A08","3","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.58","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600071","","","4A08R1","","PDU-A7-11L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A08","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.58","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600221","","","4A08R2","","PDU-A7-1L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4A08","3","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH29","10.218.77.58","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600346","","","4A09B1","","PDU-B7-11L2","","","","","","Planned","","","CAVCTR > FLOOR LG5 > IMC4","","","4A09","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.59","Eth01","3","false","","","","","","","private","admin","","","0","FALSE"
